timestamp_sec,X,Y,Z
155.12,-31.46023,34.431484,-8.757681
155.16,-31.440794,34.41018,-8.867927
155.2,-31.413431,34.355534,-8.97105
156.52,94.93202,-155.99985,67.91513
156.56,93.04461,-153.29327,66.76306
158.08,-14.996874,15.7202215,-2.8132093
158.76,-0.022329034,-1.0989476,2.270032
159.4,3.3441253,-1.2039106,2.6315327
159.44,3.351466,-1.0523053,2.8026237
159.48,3.3285484,-0.90150446,2.9628603
160.52,2.9520195,3.3349884,1.8909303
160.76,2.9721942,3.2592413,3.7584498
161.04,3.0373318,3.1628976,5.4495416
161.96,3.2953408,2.1199744,5.823505
162.0,3.2945673,2.0732138,5.710314
162.28,3.3907058,1.6801732,4.2967396
162.52,3.3695397,1.1549512,2.7477038
163.32,-5.7815495,4.2184176,-0.13177608
